Yil,Ay,Gun,Saat,Bulut
Y2024,Mart,D22,T0700,23.0
Y2024,Mart,D22,T0800,39.0
Y2024,Mart,D22,T0900,62.0
Y2024,Mart,D22,T1000,59.0
Y2024,Mart,D22,T1100,53.0
Y2024,Mart,D22,T1200,41.0
Y2024,Mart,D22,T1300,18.0
Y2024,Mart,D22,T1400,11.0
Y2024,Mart,D22,T1500,3.0
Y2024,Mart,D22,T1600,0.0
Y2024,Mart,D22,T1700,0.3
Y2024,Mart,D22,T1800,3.6000001
Y2024,Mart,D22,T1900,3.0
Y2024,Mart,D22,T2000,9.0
Y2024,Mart,D22,T2100,13.0
Y2024,Mart,D22,T2200,16.0
Y2024,Mart,D22,T2300,18.0
Y2024,Mart,D23,T0000,46.0
Y2024,Mart,D23,T0100,20.0
Y2024,Mart,D23,T0200,13.0
Y2024,Mart,D23,T0300,25.0
Y2024,Mart,D23,T0400,90.0
Y2024,Mart,D23,T0500,98.0
Y2024,Mart,D23,T0600,91.0
Y2024,Mart,D23,T0700,83.0
Y2024,Mart,D23,T0800,80.0
Y2024,Mart,D23,T0900,83.0
Y2024,Mart,D23,T1000,75.0
Y2024,Mart,D23,T1100,68.0
Y2024,Mart,D23,T1200,34.0
Y2024,Mart,D23,T1300,35.0
Y2024,Mart,D23,T1400,37.0
Y2024,Mart,D23,T1500,53.0
Y2024,Mart,D23,T1600,51.0
Y2024,Mart,D23,T1700,93.0
Y2024,Mart,D23,T1800,94.0
Y2024,Mart,D23,T1900,93.0
Y2024,Mart,D23,T2000,93.0
Y2024,Mart,D23,T2100,93.0
Y2024,Mart,D23,T2200,80.0
Y2024,Mart,D23,T2300,77.0
Y2024,Mart,D24,T0000,72.0
Y2024,Mart,D24,T0100,87.0
Y2024,Mart,D24,T0200,96.0
Y2024,Mart,D24,T0300,97.0
Y2024,Mart,D24,T0400,89.0
Y2024,Mart,D24,T0500,82.0
Y2024,Mart,D24,T0600,62.0
Y2024,Mart,D24,T0700,51.0
Y2024,Mart,D24,T0800,66.0
Y2024,Mart,D24,T0900,75.0
Y2024,Mart,D24,T1000,46.0
Y2024,Mart,D24,T1100,45.0
Y2024,Mart,D24,T1200,41.0
Y2024,Mart,D24,T1300,32.0
Y2024,Mart,D24,T1400,36.0
Y2024,Mart,D24,T1500,35.0
Y2024,Mart,D24,T1600,49.0
Y2024,Mart,D24,T1700,24.0
Y2024,Mart,D24,T1800,29.0
Y2024,Mart,D24,T1900,23.0
Y2024,Mart,D24,T2000,34.0
Y2024,Mart,D24,T2100,52.0
Y2024,Mart,D24,T2200,34.0
Y2024,Mart,D24,T2300,35.0
Y2024,Mart,D25,T0000,26.0
Y2024,Mart,D25,T0100,23.0
Y2024,Mart,D25,T0200,26.0
Y2024,Mart,D25,T0300,13.0
Y2024,Mart,D25,T0400,9.0
Y2024,Mart,D25,T0500,8.0
Y2024,Mart,D25,T0600,9.0
Y2024,Mart,D25,T0700,11.400001
Y2024,Mart,D25,T0800,29.400002
Y2024,Mart,D25,T0900,12.900001
Y2024,Mart,D25,T1000,44.0
Y2024,Mart,D25,T1100,16.0
Y2024,Mart,D25,T1200,4.2000003
Y2024,Mart,D25,T1300,18.900002
Y2024,Mart,D25,T1400,28.500002
Y2024,Mart,D25,T1500,29.1
Y2024,Mart,D25,T1600,35.0
Y2024,Mart,D25,T1700,33.0
Y2024,Mart,D25,T1800,29.7
Y2024,Mart,D25,T1900,29.7
Y2024,Mart,D25,T2000,30.000002
Y2024,Mart,D25,T2100,29.400002
Y2024,Mart,D25,T2200,29.400002
Y2024,Mart,D25,T2300,31.0
Y2024,Mart,D26,T0000,81.0
Y2024,Mart,D26,T0100,91.0
Y2024,Mart,D26,T0200,92.0
Y2024,Mart,D26,T0300,98.0
Y2024,Mart,D26,T0400,93.0
Y2024,Mart,D26,T0500,58.0
Y2024,Mart,D26,T0600,36.0
Y2024,Mart,D26,T0700,34.0
Y2024,Mart,D26,T0800,34.0
Y2024,Mart,D26,T0900,24.0
Y2024,Mart,D26,T1000,30.0
Y2024,Mart,D26,T1100,27.0
Y2024,Mart,D26,T1200,18.0
Y2024,Mart,D26,T1300,47.0
Y2024,Mart,D26,T1400,70.0
Y2024,Mart,D26,T1500,41.0
Y2024,Mart,D26,T1600,16.0
Y2024,Mart,D26,T1700,59.0
Y2024,Mart,D26,T1800,91.0
Y2024,Mart,D26,T1900,95.0
Y2024,Mart,D26,T2000,98.0
Y2024,Mart,D26,T2100,97.0
Y2024,Mart,D26,T2200,99.0
Y2024,Mart,D26,T2300,100.0
Y2024,Mart,D27,T0000,30.000002
Y2024,Mart,D27,T0100,20.1
Y2024,Mart,D27,T0200,25.0
Y2024,Mart,D27,T0300,30.000002
Y2024,Mart,D27,T0400,43.0
Y2024,Mart,D27,T0500,39.0
Y2024,Mart,D27,T0600,30.000002
Y2024,Mart,D27,T0700,87.0
Y2024,Mart,D27,T0800,100.0
Y2024,Mart,D27,T0900,100.0
Y2024,Mart,D27,T1000,100.0
Y2024,Mart,D27,T1100,100.0
Y2024,Mart,D27,T1200,100.0
Y2024,Mart,D27,T1300,100.0
Y2024,Mart,D27,T1400,100.0
Y2024,Mart,D27,T1500,100.0
Y2024,Mart,D27,T1600,98.0
Y2024,Mart,D27,T1700,89.0
Y2024,Mart,D27,T1800,48.0
Y2024,Mart,D27,T1900,24.0
Y2024,Mart,D27,T2000,11.0
Y2024,Mart,D27,T2100,9.0
Y2024,Mart,D27,T2200,14.0
Y2024,Mart,D27,T2300,37.0
Y2024,Mart,D28,T0000,49.0
Y2024,Mart,D28,T0100,17.0
Y2024,Mart,D28,T0200,30.0
Y2024,Mart,D28,T0300,58.0
Y2024,Mart,D28,T0400,89.0
Y2024,Mart,D28,T0500,95.0
Y2024,Mart,D28,T0600,100.0
Y2024,Mart,D28,T0700,99.0
Y2024,Mart,D28,T0800,100.0
Y2024,Mart,D28,T0900,100.0
Y2024,Mart,D28,T1000,73.0
Y2024,Mart,D28,T1100,65.0
Y2024,Mart,D28,T1200,24.0
Y2024,Mart,D28,T1300,26.0
Y2024,Mart,D28,T1400,30.0
Y2024,Mart,D28,T1500,33.0
Y2024,Mart,D28,T1600,22.0
Y2024,Mart,D28,T1700,13.0
Y2024,Mart,D28,T1800,1.0
Y2024,Mart,D28,T1900,1.0
Y2024,Mart,D28,T2000,5.0
Y2024,Mart,D28,T2100,6.0
Y2024,Mart,D28,T2200,46.0
Y2024,Mart,D28,T2300,68.0
Y2024,Mart,D29,T0000,49.0
Y2024,Mart,D29,T0100,19.0
Y2024,Mart,D29,T0200,49.0
Y2024,Mart,D29,T0300,71.0
Y2024,Mart,D29,T0400,93.0
Y2024,Mart,D29,T0500,100.0
Y2024,Mart,D29,T0600,93.0
Y2024,Mart,D29,T0700,76.0
Y2024,Mart,D29,T0800,91.0
Y2024,Mart,D29,T0900,72.0
Y2024,Mart,D29,T1000,29.1
Y2024,Mart,D29,T1100,30.000002
Y2024,Mart,D29,T1200,29.7
Y2024,Mart,D29,T1300,28.2
Y2024,Mart,D29,T1400,30.000002
Y2024,Mart,D29,T1500,30.000002
Y2024,Mart,D29,T1600,29.1
Y2024,Mart,D29,T1700,18.900002
Y2024,Mart,D29,T1800,13.500001
Y2024,Mart,D29,T1900,22.5
Y2024,Mart,D29,T2000,21.300001
Y2024,Mart,D29,T2100,12.6
Y2024,Mart,D29,T2200,11.700001
Y2024,Mart,D29,T2300,9.6
Y2024,Mart,D30,T0000,8.700001
Y2024,Mart,D30,T0100,17.1
Y2024,Mart,D30,T0200,25.2
Y2024,Mart,D30,T0300,24.0
Y2024,Mart,D30,T0400,27.0
Y2024,Mart,D30,T0500,26.0
Y2024,Mart,D30,T0600,25.800001
Y2024,Mart,D30,T0700,27.900002
Y2024,Mart,D30,T0800,28.500002
Y2024,Mart,D30,T0900,82.0
Y2024,Mart,D30,T1000,44.0
Y2024,Mart,D30,T1100,30.000002
Y2024,Mart,D30,T1200,35.0
Y2024,Mart,D30,T1300,31.0
Y2024,Mart,D30,T1400,63.0
Y2024,Mart,D30,T1500,96.0
Y2024,Mart,D30,T1600,61.0
Y2024,Mart,D30,T1700,39.0
Y2024,Mart,D30,T1800,79.0
Y2024,Mart,D30,T1900,62.0
Y2024,Mart,D30,T2000,100.0
Y2024,Mart,D30,T2100,97.0
Y2024,Mart,D30,T2200,97.0
Y2024,Mart,D30,T2300,91.0
Y2024,Mart,D31,T0000,38.0
Y2024,Mart,D31,T0100,19.0
Y2024,Mart,D31,T0200,15.6
Y2024,Mart,D31,T0300,20.400002
Y2024,Mart,D31,T0400,75.0
Y2024,Mart,D31,T0500,99.0
Y2024,Mart,D31,T0600,44.0
Y2024,Mart,D31,T0700,29.7
Y2024,Mart,D31,T0800,46.0
Y2024,Mart,D31,T0900,83.0
Y2024,Mart,D31,T1000,43.0
Y2024,Mart,D31,T1100,55.0
Y2024,Mart,D31,T1200,21.0
Y2024,Mart,D31,T1300,43.0
Y2024,Mart,D31,T1400,36.0
Y2024,Mart,D31,T1500,76.0
Y2024,Mart,D31,T1600,82.0
Y2024,Mart,D31,T1700,54.0
Y2024,Mart,D31,T1800,58.0
Y2024,Mart,D31,T1900,64.0
Y2024,Mart,D31,T2000,93.0
Y2024,Mart,D31,T2100,99.0
Y2024,Mart,D31,T2200,99.0
Y2024,Mart,D31,T2300,100.0
Y2024,Nisan,D01,T0000,78.0
Y2024,Nisan,D01,T0100,68.0
Y2024,Nisan,D01,T0200,97.0
Y2024,Nisan,D01,T0300,97.0
Y2024,Nisan,D01,T0400,99.0
Y2024,Nisan,D01,T0500,100.0
Y2024,Nisan,D01,T0600,99.0
Y2024,Nisan,D01,T0700,100.0
Y2024,Nisan,D01,T0800,99.0
Y2024,Nisan,D01,T0900,98.0
Y2024,Nisan,D01,T1000,97.0
Y2024,Nisan,D01,T1100,88.0
Y2024,Nisan,D01,T1200,78.0
Y2024,Nisan,D01,T1300,77.0
Y2024,Nisan,D01,T1400,36.0
Y2024,Nisan,D01,T1500,36.0
Y2024,Nisan,D01,T1600,24.6
Y2024,Nisan,D01,T1700,26.400002
Y2024,Nisan,D01,T1800,26.7
Y2024,Nisan,D01,T1900,25.800001
Y2024,Nisan,D01,T2000,20.0
Y2024,Nisan,D01,T2100,25.0
Y2024,Nisan,D01,T2200,29.0
Y2024,Nisan,D01,T2300,77.0
Y2024,Nisan,D02,T0000,79.0
Y2024,Nisan,D02,T0100,85.0
Y2024,Nisan,D02,T0200,80.0
Y2024,Nisan,D02,T0300,74.0
Y2024,Nisan,D02,T0400,61.0
Y2024,Nisan,D02,T0500,59.0
Y2024,Nisan,D02,T0600,62.0
Y2024,Nisan,D02,T0700,64.0
Y2024,Nisan,D02,T0800,39.0
Y2024,Nisan,D02,T0900,33.0
Y2024,Nisan,D02,T1000,57.0
Y2024,Nisan,D02,T1100,49.0
Y2024,Nisan,D02,T1200,46.0
Y2024,Nisan,D02,T1300,40.0
Y2024,Nisan,D02,T1400,20.0
Y2024,Nisan,D02,T1500,18.0
Y2024,Nisan,D02,T1600,20.0
Y2024,Nisan,D02,T1700,16.0
Y2024,Nisan,D02,T1800,12.0
Y2024,Nisan,D02,T1900,11.0
Y2024,Nisan,D02,T2000,3.0
Y2024,Nisan,D02,T2100,6.6000004
Y2024,Nisan,D02,T2200,30.000002
Y2024,Nisan,D02,T2300,30.000002
Y2024,Nisan,D03,T0000,30.000002
Y2024,Nisan,D03,T0100,58.0
Y2024,Nisan,D03,T0200,97.0
Y2024,Nisan,D03,T0300,97.0
Y2024,Nisan,D03,T0400,99.0
Y2024,Nisan,D03,T0500,100.0
Y2024,Nisan,D03,T0600,99.0
Y2024,Nisan,D03,T0700,100.0
Y2024,Nisan,D03,T0800,98.0
Y2024,Nisan,D03,T0900,98.0
Y2024,Nisan,D03,T1000,98.0
Y2024,Nisan,D03,T1100,95.0
Y2024,Nisan,D03,T1200,99.0
Y2024,Nisan,D03,T1300,99.0
Y2024,Nisan,D03,T1400,92.0
Y2024,Nisan,D03,T1500,79.0
Y2024,Nisan,D03,T1600,56.0
Y2024,Nisan,D03,T1700,57.0
Y2024,Nisan,D03,T1800,65.0
Y2024,Nisan,D03,T1900,62.0
Y2024,Nisan,D03,T2000,71.0
Y2024,Nisan,D03,T2100,52.0
Y2024,Nisan,D03,T2200,50.0
Y2024,Nisan,D03,T2300,51.0
Y2024,Nisan,D04,T0000,52.0
Y2024,Nisan,D04,T0100,63.0
Y2024,Nisan,D04,T0200,66.0
Y2024,Nisan,D04,T0300,58.0
Y2024,Nisan,D04,T0400,48.0
Y2024,Nisan,D04,T0500,61.0
Y2024,Nisan,D04,T0600,84.0
Y2024,Nisan,D04,T0700,66.0
Y2024,Nisan,D04,T0800,77.0
Y2024,Nisan,D04,T0900,92.0
Y2024,Nisan,D04,T1000,89.0
Y2024,Nisan,D04,T1100,90.0
Y2024,Nisan,D04,T1200,94.0
Y2024,Nisan,D04,T1300,69.0
Y2024,Nisan,D04,T1400,25.0
Y2024,Nisan,D04,T1500,11.0
Y2024,Nisan,D04,T1600,27.0
Y2024,Nisan,D04,T1700,20.0
Y2024,Nisan,D04,T1800,24.0
Y2024,Nisan,D04,T1900,27.6
Y2024,Nisan,D04,T2000,45.0
Y2024,Nisan,D04,T2100,50.0
Y2024,Nisan,D04,T2200,26.0
Y2024,Nisan,D04,T2300,37.0
Y2024,Nisan,D05,T0000,76.0
Y2024,Nisan,D05,T0100,94.0
Y2024,Nisan,D05,T0200,84.0
Y2024,Nisan,D05,T0300,85.0
Y2024,Nisan,D05,T0400,58.0
Y2024,Nisan,D05,T0500,17.7
Y2024,Nisan,D05,T0600,29.1
Y2024,Nisan,D05,T0700,30.000002
Y2024,Nisan,D05,T0800,30.000002
Y2024,Nisan,D05,T0900,58.0
Y2024,Nisan,D05,T1000,48.0
Y2024,Nisan,D05,T1100,51.0
Y2024,Nisan,D05,T1200,27.900002
Y2024,Nisan,D05,T1300,29.400002
Y2024,Nisan,D05,T1400,21.6
Y2024,Nisan,D05,T1500,43.0
Y2024,Nisan,D05,T1600,38.0
Y2024,Nisan,D05,T1700,29.7
Y2024,Nisan,D05,T1800,27.6
Y2024,Nisan,D05,T1900,25.2
Y2024,Nisan,D05,T2000,27.300001
Y2024,Nisan,D05,T2100,22.2
Y2024,Nisan,D05,T2200,23.400002
Y2024,Nisan,D05,T2300,26.400002
Y2024,Nisan,D06,T0000,7.2000003
Y2024,Nisan,D06,T0100,12.6
Y2024,Nisan,D06,T0200,10.200001
Y2024,Nisan,D06,T0300,0.0
Y2024,Nisan,D06,T0400,12.6
Y2024,Nisan,D06,T0500,25.800001
Y2024,Nisan,D06,T0600,29.400002
Y2024,Nisan,D06,T0700,29.7
Y2024,Nisan,D06,T0800,29.400002
Y2024,Nisan,D06,T0900,26.400002
Y2024,Nisan,D06,T1000,20.1
Y2024,Nisan,D06,T1100,6.9
Y2024,Nisan,D06,T1200,5.1000004
Y2024,Nisan,D06,T1300,6.3
Y2024,Nisan,D06,T1400,8.700001
Y2024,Nisan,D06,T1500,16.800001
Y2024,Nisan,D06,T1600,25.500002
Y2024,Nisan,D06,T1700,21.300001
Y2024,Nisan,D06,T1800,27.000002
Y2024,Nisan,D06,T1900,28.2
Y2024,Nisan,D06,T2000,27.6
Y2024,Nisan,D06,T2100,28.500002
Y2024,Nisan,D06,T2200,30.000002
Y2024,Nisan,D06,T2300,30.000002
Y2024,Nisan,D07,T0000,28.2
Y2024,Nisan,D07,T0100,27.000002
Y2024,Nisan,D07,T0200,23.400002
Y2024,Nisan,D07,T0300,23.1
Y2024,Nisan,D07,T0400,23.1
Y2024,Nisan,D07,T0500,19.800001
Y2024,Nisan,D07,T0600,19.5
Y2024,Nisan,D07,T0700,10.200001
Y2024,Nisan,D07,T0800,14.700001
Y2024,Nisan,D07,T0900,12.6
Y2024,Nisan,D07,T1000,21.6
Y2024,Nisan,D07,T1100,26.7
Y2024,Nisan,D07,T1200,22.2
Y2024,Nisan,D07,T1300,27.6
Y2024,Nisan,D07,T1400,27.900002
Y2024,Nisan,D07,T1500,39.0
Y2024,Nisan,D07,T1600,51.0
Y2024,Nisan,D07,T1700,29.400002
Y2024,Nisan,D07,T1800,27.300001
Y2024,Nisan,D07,T1900,28.500002
Y2024,Nisan,D07,T2000,28.800001
Y2024,Nisan,D07,T2100,29.7
Y2024,Nisan,D07,T2200,30.000002
Y2024,Nisan,D07,T2300,29.400002
Y2024,Nisan,D08,T0000,20.7
Y2024,Nisan,D08,T0100,6.6000004
Y2024,Nisan,D08,T0200,14.0
Y2024,Nisan,D08,T0300,14.0
Y2024,Nisan,D08,T0400,8.0
Y2024,Nisan,D08,T0500,7.0
Y2024,Nisan,D08,T0600,10.0
Y2024,Nisan,D08,T0700,23.0
Y2024,Nisan,D08,T0800,25.0
Y2024,Nisan,D08,T0900,17.0
Y2024,Nisan,D08,T1000,86.0
Y2024,Nisan,D08,T1100,82.0
Y2024,Nisan,D08,T1200,35.0
Y2024,Nisan,D08,T1300,37.0
Y2024,Nisan,D08,T1400,32.0
Y2024,Nisan,D08,T1500,59.0
Y2024,Nisan,D08,T1600,18.0
Y2024,Nisan,D08,T1700,37.0
Y2024,Nisan,D08,T1800,44.0
Y2024,Nisan,D08,T1900,44.0
Y2024,Nisan,D08,T2000,90.0
Y2024,Nisan,D08,T2100,71.0
Y2024,Nisan,D08,T2200,25.2
Y2024,Nisan,D08,T2300,69.0
Y2024,Nisan,D09,T0000,63.0
Y2024,Nisan,D09,T0100,90.0
Y2024,Nisan,D09,T0200,44.0
Y2024,Nisan,D09,T0300,33.0
Y2024,Nisan,D09,T0400,51.0
Y2024,Nisan,D09,T0500,93.0
Y2024,Nisan,D09,T0600,100.0
Y2024,Nisan,D09,T0700,96.0
Y2024,Nisan,D09,T0800,94.0
Y2024,Nisan,D09,T0900,92.0
Y2024,Nisan,D09,T1000,100.0
Y2024,Nisan,D09,T1100,100.0
Y2024,Nisan,D09,T1200,100.0
Y2024,Nisan,D09,T1300,100.0
Y2024,Nisan,D09,T1400,99.0
Y2024,Nisan,D09,T1500,96.0
Y2024,Nisan,D09,T1600,97.0
Y2024,Nisan,D09,T1700,99.0
Y2024,Nisan,D09,T1800,95.0
Y2024,Nisan,D09,T1900,93.0
Y2024,Nisan,D09,T2000,71.0
Y2024,Nisan,D09,T2100,73.0
Y2024,Nisan,D09,T2200,76.0
Y2024,Nisan,D09,T2300,9.0
Y2024,Nisan,D10,T0000,18.0
Y2024,Nisan,D10,T0100,16.0
Y2024,Nisan,D10,T0200,20.0
Y2024,Nisan,D10,T0300,47.0
Y2024,Nisan,D10,T0400,61.0
Y2024,Nisan,D10,T0500,22.0
Y2024,Nisan,D10,T0600,26.0
Y2024,Nisan,D10,T0700,11.0
Y2024,Nisan,D10,T0800,25.0
Y2024,Nisan,D10,T0900,43.0
Y2024,Nisan,D10,T1000,58.0
Y2024,Nisan,D10,T1100,72.0
Y2024,Nisan,D10,T1200,73.0
Y2024,Nisan,D10,T1300,86.0
Y2024,Nisan,D10,T1400,84.0
Y2024,Nisan,D10,T1500,91.0
Y2024,Nisan,D10,T1600,87.0
Y2024,Nisan,D10,T1700,81.0
Y2024,Nisan,D10,T1800,62.0
Y2024,Nisan,D10,T1900,47.0
Y2024,Nisan,D10,T2000,12.0
Y2024,Nisan,D10,T2100,16.0
Y2024,Nisan,D10,T2200,13.0
Y2024,Nisan,D10,T2300,6.0
Y2024,Nisan,D11,T0000,3.0
Y2024,Nisan,D11,T0100,1.0
Y2024,Nisan,D11,T0200,2.0
Y2024,Nisan,D11,T0300,0.0
Y2024,Nisan,D11,T0400,0.0
Y2024,Nisan,D11,T0500,0.0
Y2024,Nisan,D11,T0600,0.0
Y2024,Nisan,D11,T0700,0.0
Y2024,Nisan,D11,T0800,0.0
Y2024,Nisan,D11,T0900,0.0
Y2024,Nisan,D11,T1000,2.0
Y2024,Nisan,D11,T1100,5.1000004
Y2024,Nisan,D11,T1200,12.0
Y2024,Nisan,D11,T1300,23.1
Y2024,Nisan,D11,T1400,28.500002
Y2024,Nisan,D11,T1500,29.400002
Y2024,Nisan,D11,T1600,27.000002
Y2024,Nisan,D11,T1700,3.9
Y2024,Nisan,D11,T1800,3.3000002
Y2024,Nisan,D11,T1900,1.5
Y2024,Nisan,D11,T2000,0.0
Y2024,Nisan,D11,T2100,0.0
Y2024,Nisan,D11,T2200,6.6000004
Y2024,Nisan,D11,T2300,10.5
Y2024,Nisan,D12,T0000,10.200001
Y2024,Nisan,D12,T0100,25.2
Y2024,Nisan,D12,T0200,28.2
Y2024,Nisan,D12,T0300,26.400002
Y2024,Nisan,D12,T0400,27.300001
Y2024,Nisan,D12,T0500,26.1
Y2024,Nisan,D12,T0600,2.7
Y2024,Nisan,D12,T0700,0.0
Y2024,Nisan,D12,T0800,0.0
Y2024,Nisan,D12,T0900,0.0
Y2024,Nisan,D12,T1000,2.4
Y2024,Nisan,D12,T1100,15.3
Y2024,Nisan,D12,T1200,29.1
Y2024,Nisan,D12,T1300,29.1
Y2024,Nisan,D12,T1400,25.500002
Y2024,Nisan,D12,T1500,22.2
Y2024,Nisan,D12,T1600,22.800001
Y2024,Nisan,D12,T1700,22.5
Y2024,Nisan,D12,T1800,1.8000001
Y2024,Nisan,D12,T1900,2.4
Y2024,Nisan,D12,T2000,12.6
Y2024,Nisan,D12,T2100,22.2
Y2024,Nisan,D12,T2200,19.800001
Y2024,Nisan,D12,T2300,3.0
Y2024,Nisan,D13,T0000,15.000001
Y2024,Nisan,D13,T0100,9.900001
Y2024,Nisan,D13,T0200,24.6
Y2024,Nisan,D13,T0300,28.500002
Y2024,Nisan,D13,T0400,27.6
Y2024,Nisan,D13,T0500,27.900002
Y2024,Nisan,D13,T0600,27.900002
Y2024,Nisan,D13,T0700,24.900002
Y2024,Nisan,D13,T0800,29.7
Y2024,Nisan,D13,T0900,29.7
Y2024,Nisan,D13,T1000,30.000002
Y2024,Nisan,D13,T1100,29.400002
Y2024,Nisan,D13,T1200,28.800001
Y2024,Nisan,D13,T1300,27.6
Y2024,Nisan,D13,T1400,25.500002
Y2024,Nisan,D13,T1500,24.300001
Y2024,Nisan,D13,T1600,26.400002
Y2024,Nisan,D13,T1700,17.7
Y2024,Nisan,D13,T1800,18.0
Y2024,Nisan,D13,T1900,20.1
Y2024,Nisan,D13,T2000,25.500002
Y2024,Nisan,D13,T2100,29.1
Y2024,Nisan,D13,T2200,27.300001
Y2024,Nisan,D13,T2300,28.2
Y2024,Nisan,D14,T0000,25.500002
Y2024,Nisan,D14,T0100,23.400002
Y2024,Nisan,D14,T0200,12.900001
Y2024,Nisan,D14,T0300,15.6
Y2024,Nisan,D14,T0400,11.700001
Y2024,Nisan,D14,T0500,8.700001
Y2024,Nisan,D14,T0600,4.5
Y2024,Nisan,D14,T0700,12.0
Y2024,Nisan,D14,T0800,19.800001
Y2024,Nisan,D14,T0900,19.2
Y2024,Nisan,D14,T1000,15.6
Y2024,Nisan,D14,T1100,13.8
Y2024,Nisan,D14,T1200,17.1
Y2024,Nisan,D14,T1300,15.6
Y2024,Nisan,D14,T1400,10.5
Y2024,Nisan,D14,T1500,10.5
Y2024,Nisan,D14,T1600,14.700001
Y2024,Nisan,D14,T1700,16.800001
Y2024,Nisan,D14,T1800,16.800001
Y2024,Nisan,D14,T1900,23.400002
Y2024,Nisan,D14,T2000,24.300001
Y2024,Nisan,D14,T2100,27.000002
Y2024,Nisan,D14,T2200,26.400002
Y2024,Nisan,D14,T2300,27.300001
Y2024,Nisan,D15,T0000,28.2
Y2024,Nisan,D15,T0100,30.0
Y2024,Nisan,D15,T0200,30.000002
Y2024,Nisan,D15,T0300,35.0
Y2024,Nisan,D15,T0400,51.0
Y2024,Nisan,D15,T0500,83.0
Y2024,Nisan,D15,T0600,89.0
Y2024,Nisan,D15,T0700,91.0
Y2024,Nisan,D15,T0800,92.0
Y2024,Nisan,D15,T0900,95.0
Y2024,Nisan,D15,T1000,55.0
Y2024,Nisan,D15,T1100,90.0
Y2024,Nisan,D15,T1200,47.0
Y2024,Nisan,D15,T1300,46.0
Y2024,Nisan,D15,T1400,23.0
Y2024,Nisan,D15,T1500,20.0
Y2024,Nisan,D15,T1600,11.0
Y2024,Nisan,D15,T1700,17.0
Y2024,Nisan,D15,T1800,42.0
Y2024,Nisan,D15,T1900,61.0
Y2024,Nisan,D15,T2000,80.0
Y2024,Nisan,D15,T2100,86.0
Y2024,Nisan,D15,T2200,98.0
Y2024,Nisan,D15,T2300,98.0
Y2024,Nisan,D16,T0000,99.0
Y2024,Nisan,D16,T0100,91.0
Y2024,Nisan,D16,T0200,78.0
Y2024,Nisan,D16,T0300,59.0
Y2024,Nisan,D16,T0400,44.0
Y2024,Nisan,D16,T0500,34.0
Y2024,Nisan,D16,T0600,35.0
Y2024,Nisan,D16,T0700,55.0
Y2024,Nisan,D16,T0800,37.0
Y2024,Nisan,D16,T0900,29.0
Y2024,Nisan,D16,T1000,60.0
Y2024,Nisan,D16,T1100,65.0
Y2024,Nisan,D16,T1200,49.0
Y2024,Nisan,D16,T1300,39.0
Y2024,Nisan,D16,T1400,37.0
Y2024,Nisan,D16,T1500,40.0
Y2024,Nisan,D16,T1600,71.0
Y2024,Nisan,D16,T1700,83.0
Y2024,Nisan,D16,T1800,96.0
Y2024,Nisan,D16,T1900,100.0
Y2024,Nisan,D16,T2000,99.0
Y2024,Nisan,D16,T2100,98.0
Y2024,Nisan,D16,T2200,75.0
Y2024,Nisan,D16,T2300,82.0
Y2024,Nisan,D17,T0000,84.0
Y2024,Nisan,D17,T0100,81.0
Y2024,Nisan,D17,T0200,57.0
Y2024,Nisan,D17,T0300,63.0
Y2024,Nisan,D17,T0400,90.0
Y2024,Nisan,D17,T0500,86.0
Y2024,Nisan,D17,T0600,98.0
Y2024,Nisan,D17,T0700,96.0
Y2024,Nisan,D17,T0800,98.0
Y2024,Nisan,D17,T0900,81.0
Y2024,Nisan,D17,T1000,87.0
Y2024,Nisan,D17,T1100,72.0
Y2024,Nisan,D17,T1200,63.0
Y2024,Nisan,D17,T1300,40.0
Y2024,Nisan,D17,T1400,45.0
Y2024,Nisan,D17,T1500,53.0
Y2024,Nisan,D17,T1600,77.0
Y2024,Nisan,D17,T1700,72.0
Y2024,Nisan,D17,T1800,48.0
Y2024,Nisan,D17,T1900,41.0
Y2024,Nisan,D17,T2000,45.0
Y2024,Nisan,D17,T2100,66.0
Y2024,Nisan,D17,T2200,87.0
Y2024,Nisan,D17,T2300,81.0
Y2024,Nisan,D18,T0000,98.0
Y2024,Nisan,D18,T0100,98.0
Y2024,Nisan,D18,T0200,95.0
Y2024,Nisan,D18,T0300,81.0
Y2024,Nisan,D18,T0400,77.0
Y2024,Nisan,D18,T0500,82.0
Y2024,Nisan,D18,T0600,87.0
Y2024,Nisan,D18,T0700,90.0
Y2024,Nisan,D18,T0800,87.0
Y2024,Nisan,D18,T0900,90.0
Y2024,Nisan,D18,T1000,61.0
Y2024,Nisan,D18,T1100,63.0
Y2024,Nisan,D18,T1200,47.0
Y2024,Nisan,D18,T1300,39.0
Y2024,Nisan,D18,T1400,41.0
Y2024,Nisan,D18,T1500,52.0
Y2024,Nisan,D18,T1600,39.0
Y2024,Nisan,D18,T1700,50.0
Y2024,Nisan,D18,T1800,29.0
Y2024,Nisan,D18,T1900,32.0
Y2024,Nisan,D18,T2000,31.0
Y2024,Nisan,D18,T2100,29.0
Y2024,Nisan,D18,T2200,29.0
Y2024,Nisan,D18,T2300,47.0
Y2024,Nisan,D19,T0000,43.0
Y2024,Nisan,D19,T0100,81.0
Y2024,Nisan,D19,T0200,100.0
Y2024,Nisan,D19,T0300,100.0
Y2024,Nisan,D19,T0400,99.0
Y2024,Nisan,D19,T0500,100.0
