location,Basel,Basel
lat,47.75000,47.75000
lon,7.50000,7.50000
asl,363.653,363.653
variable,Wind Speed,Wind Direction
unit,km/h,°
level,10 m,10 m
resolution,hourly,hourly
aggregation,None,None
timestamp,Basel Wind Speed [10 m],Basel Wind Direction [10 m]
20220418T1400,6.151683,20.556046
20220418T1500,6.28713,13.240509
20220418T1600,6.924738,8.972626
20220418T1700,5.4119864,356.18594
20220418T1800,6.924738,351.02737
20220418T1900,9.3876505,4.398697
20220418T2000,9.346143,15.642242
20220418T2100,7.754637,21.801407
20220418T2200,3.9763298,84.805565
20220418T2300,3.4152596,108.434944
20220419T0000,3.4152596,108.434944
20220419T0100,4.1046314,105.25512
20220419T0200,3.671294,101.30993
20220419T0300,2.968636,104.03624
20220419T0400,2.2768397,108.434944
20220419T0500,2.5959969,123.69006
20220419T0600,4.6800003,112.61986
20220419T0700,2.8799999,89.99999
20220419T0800,3.6,53.130096
20220419T0900,4.6938257,32.47119
20220419T1000,4.510787,28.610443
20220419T1100,4.32,360.0
20220419T1200,5.5887027,345.0686
20220419T1300,6.638072,347.4712
20220419T1400,8.4042845,350.13422
20220419T1500,9.779817,353.65985
20220419T1600,10.495713,5.906128
20220419T1700,8.311245,4.9697266
20220419T1800,6.8399997,360.0
20220419T1900,6.87779,6.0090027
20220419T2000,8.12197,12.804245
20220419T2100,8.891344,21.370605
20220419T2200,10.041354,14.534454
20220419T2300,7.386582,46.97493
20220420T0000,6.297428,59.036255
20220420T0100,6.830519,71.56504
20220420T0200,5.4833565,66.8014
20220420T0300,5.00128,59.74356
20220420T0400,5.634891,63.43495
20220420T0500,4.198285,59.036232
20220420T0600,6.489992,56.30993
20220420T0700,6.8777895,47.121094
20220420T0800,7.8954163,43.15239
20220420T0900,9.422101,46.54814
20220420T1000,12.24,28.07248
20220420T1100,13.551501,39.610672
20220420T1200,11.966954,43.781113
20220420T1300,12.496718,41.49646
20220420T1400,12.313894,37.87497
20220420T1500,10.383987,33.690063
20220420T1600,13.854155,24.56717
20220420T1700,9.346143,15.642242
20220420T1800,6.130579,3.3664398
20220420T1900,7.072878,14.743561
20220420T2000,7.5942082,31.42955
20220420T2100,7.42159,50.906143
20220420T2200,6.489992,56.30993
20220420T2300,6.12,61.927513
20220421T0000,6.297428,59.036255
20220421T0100,6.297428,59.036255
20220421T0200,5.634891,63.43495
20220421T0300,5.0142193,68.96249
20220421T0400,5.315336,61.699234
20220421T0500,3.8773184,68.19859
20220421T0600,4.452954,75.96376
20220421T0700,4.0249224,63.43495
20220421T0800,4.8433046,48.01277
20220421T0900,6.8777895,42.87889
20220421T1000,8.707237,29.744873
20220421T1100,10.1887,32.005356
20220421T1200,10.883676,34.2157
20220421T1300,12.387348,35.53766
20220421T1400,11.808878,37.568573
20220421T1500,11.269782,26.565033
20220421T1600,12.661564,14.826477
20220421T1700,11.659777,8.880646
20220421T1800,9.255571,13.495728
20220421T1900,8.427383,19.983109
20220421T2000,9.021574,28.610443
20220421T2100,8.287822,34.380325
20220421T2200,7.145796,40.914368
20220421T2300,7.653705,41.18593
20220422T0000,7.10031,59.534447
20220422T0100,7.386582,46.97493
20220422T0200,6.1305785,49.76364
20220422T0300,5.00128,59.74356
20220422T0400,4.829907,63.43495
20220422T0500,5.1165614,50.7106
20220422T0600,5.4833565,23.198593
20220422T0700,6.297428,30.963745
20220422T0800,7.9036193,30.068573
20220422T0900,8.707237,29.744873
20220422T1000,9.686609,41.987198
20220422T1100,9.931042,46.468796
20220422T1200,7.8954163,43.15239
20220422T1300,7.42159,14.03624
20220422T1400,9.47012,8.74614
20220422T1500,10.948973,9.462311
20220422T1600,10.799999,360.0
20220422T1700,8.049845,349.69516
20220422T1800,6.130579,356.63354
20220422T1900,6.519877,6.340164
20220422T2000,7.5170207,16.69925
20220422T2100,6.3690495,42.70938
20220422T2200,4.452954,75.96376
20220422T2300,6.2145634,100.00798
20220423T0000,6.162207,96.70984
20220423T0100,6.849467,93.01279
20220423T0200,6.130579,86.63353
20220423T0300,5.3999996,89.99999
20220423T0400,4.73506,81.25384
20220423T0500,2.9024127,97.125015
20220423T0600,0.8049845,153.43495
20220423T0700,0.35999998,360.0
20220423T0800,1.609969,333.43497
20220423T0900,2.7416782,336.8014
20220423T1000,7.42159,22.833649
20220423T1100,7.9932966,54.16234
20220423T1200,8.404285,43.264297
20220423T1300,7.928177,39.472458
20220423T1400,7.628263,19.29004
20220423T1500,8.654986,16.927505
20220423T1600,8.373386,25.463333
20220423T1700,9.504273,24.623566
20220423T1800,10.990322,31.607498
20220423T1900,8.654987,44.999985
20220423T2000,9.449572,40.364532
20220423T2100,7.7879906,33.690063
20220423T2200,8.707237,330.25513
20220423T2300,6.87779,276.009
20220424T0000,13.450708,254.47589
20220424T0100,17.709658,243.43495
20220424T0200,13.004922,228.36647
20220424T0300,7.9932966,215.83765
20220424T0400,5.5887027,194.93143
20220424T0500,5.771239,183.57634
20220424T0600,6.130579,183.36646
20220424T0700,6.9899354,191.88866
20220424T0800,7.968939,198.43495
20220424T0900,9.178235,205.55997
20220424T1000,10.514218,218.04704
20220424T1100,13.392774,233.74615
20220424T1200,17.114204,247.75098
20220424T1300,18.161278,256.23923
20220424T1400,16.171976,253.17859
20220424T1500,17.076298,251.56506
20220424T1600,12.55879,242.70044
20220424T1700,10.195057,222.1376
20220424T1800,9.085988,213.69006
20220424T1900,8.373386,205.46335
20220424T2000,8.0899935,212.27565
20220424T2100,5.991594,212.73523
20220424T2200,6.28713,193.24052
20220424T2300,5.8048253,209.74489
20220425T0000,5.634891,206.56505
20220425T0100,5.634891,206.56505
20220425T0200,5.95906,205.01689
20220425T0300,5.6920996,198.43495
20220425T0400,4.452954,194.03624
20220425T0500,5.506941,191.30994
20220425T0600,6.6185193,202.38013
20220425T0700,6.489992,213.69006
20220425T0800,7.386582,226.97495
20220425T0900,7.145796,229.08562
20220425T1000,5.0142193,248.9625
20220425T1100,3.6179552,264.28943
20220425T1200,2.0364676,225.0
20220425T1300,5.5887027,194.93143
20220425T1400,11.885453,215.13419
20220425T1500,12.783802,237.65256
20220425T1600,9.0,253.7398
20220425T1700,3.8939953,236.30994
20220425T1800,4.6938252,184.39871
20220425T1900,5.771239,176.42366
20220425T2000,4.68,180.0
20220425T2100,4.73506,188.74615
20220425T2200,2.0364676,225.0
20220425T2300,2.4149535,243.43495
20220426T0000,4.1046314,232.12502
20220426T0100,1.609969,206.56505
20220426T0200,1.2979984,213.69006
20220426T0300,2.8116899,230.19443
20220426T0400,4.8965297,233.97263
20220426T0500,7.628263,250.70996
20220426T0600,7.42159,255.96376
20220426T0700,3.563818,225.0
20220426T0800,4.3349743,184.76364
20220426T0900,6.28713,193.24052
20220426T1000,8.12197,257.19574
20220426T1100,9.726665,267.8789
20220426T1200,9.726665,267.8789
20220426T1300,11.874544,284.03625
20220426T1400,10.703569,289.6538
20220426T1500,10.028439,291.0375
20220426T1600,9.387651,302.4712
20220426T1700,7.7043357,322.59467
20220426T1800,5.7599998,360.0
20220426T1900,5.6002855,44.999985
20220426T2000,3.319036,77.47118
20220426T2100,1.1384199,18.434952
20220426T2200,5.8603754,10.619659
20220426T2300,7.5599995,360.0
20220427T0000,7.9932976,7.765167
20220427T0100,7.4128532,29.05458
20220427T0200,6.696387,36.25383
20220427T0300,6.297428,30.963745
20220427T0400,5.991594,32.735214
20220427T0500,5.904439,37.568573
20220427T0600,5.3999996,36.86989
20220427T0700,7.42159,50.906143
20220427T0800,9.178235,64.440025
20220427T0900,9.339208,62.447174
20220427T1000,11.304229,52.76516
20220427T1100,11.183201,56.82148
20220427T1200,10.883676,55.784294
20220427T1300,10.799999,53.130096
20220427T1400,10.086427,55.1755
20220427T1500,8.942214,49.89908
20220427T1600,9.726664,38.990982
20220427T1700,9.028754,23.49855
20220427T1800,7.754637,21.801407
20220427T1900,8.39657,30.963745
20220427T2000,8.669949,41.63353
20220427T2100,8.435069,50.194427
20220427T2200,7.653705,48.81407
20220427T2300,6.151683,69.443954
20220428T0000,5.2416787,74.054596
20220428T0100,5.3517847,70.346176
20220428T0200,5.0142193,68.96249
20220428T0300,4.6800003,67.380135
20220428T0400,4.829907,63.43495
20220428T0500,3.7064266,60.945396
20220428T0600,3.7585104,73.30075
20220428T0700,4.6102495,51.34018
20220428T0800,7.42159,50.906143
20220428T0900,8.587338,56.976128
20220428T1000,9.422101,43.451828
20220428T1100,10.296251,53.53076
20220428T1200,10.685391,57.380745
20220428T1300,9.885262,56.88865
20220428T1400,9.0,53.130096
20220428T1500,8.913181,46.636566
20220428T1600,10.233123,39.2894
20220428T1700,7.729527,27.75853
20220428T1800,7.8954163,24.227737
20220428T1900,7.653705,41.18593
20220428T2000,7.9932966,54.16234
20220428T2100,8.373386,64.53666
20220428T2200,7.8954163,65.772255
20220428T2300,6.2145634,79.99202
20220429T0000,5.3999996,89.99999
20220429T0100,4.6938252,94.398705
20220429T0200,4.0249224,100.30484
20220429T0300,4.379589,99.46232
20220429T0400,3.8773184,111.80141
20220429T0500,2.2768397,108.434944
20220429T0600,2.9024127,82.874985
20220429T0700,2.9024127,82.874985
20220429T0800,3.7585104,73.30075
20220429T0900,3.6,53.130096
20220429T1000,5.1919937,33.690063
20220429T1100,5.6920996,18.434952
20220429T1200,5.4477882,7.594635
20220429T1300,4.73506,351.25385
20220429T1400,6.696387,323.74615
20220429T1500,7.7879906,326.30994
20220429T1600,8.587338,326.97614
20220429T1700,6.297428,329.03625
20220429T1800,6.4096174,321.84277
20220429T1900,6.8777895,312.8789
20220429T2000,7.0911775,293.9625
20220429T2100,6.12,270.0
20220429T2200,1.9386592,201.8014
20220429T2300,4.0249224,243.43495
20220430T0000,5.6920996,251.56506
20220430T0100,5.3999996,270.0
20220430T0200,2.6208394,285.9454
20220430T0300,2.5959969,303.69006
20220430T0400,1.0182338,315.0
20220430T0500,0.71999997,360.0
20220430T0600,2.0991426,300.96378
20220430T0700,4.2136917,340.0169
20220430T0800,5.771239,356.42368
20220430T0900,6.130579,3.3664398
20220430T1000,10.799999,360.0
20220430T1100,12.620554,356.7295
20220430T1200,12.074766,10.30484
20220430T1300,12.682018,6.519806
20220430T1400,11.570515,354.6442
20220430T1500,10.446206,358.0251
20220430T1600,9.422101,6.5819397
20220430T1700,9.9571085,12.528793
20220430T1800,7.92,360.0
20220430T1900,5.3999996,360.0
20220430T2000,6.12,360.0
20220430T2100,5.8048253,7.125
20220430T2200,6.162207,6.7098236
20220430T2300,7.4128532,29.05458
20220501T0000,7.42159,14.03624
20220501T0100,7.6367526,351.8699
20220501T0200,5.4477882,352.40536
20220501T0300,3.96,360.0
20220501T0400,3.8773184,338.1986
20220501T0500,3.9763298,354.8056
20220501T0600,4.6938257,32.47119
20220501T0700,5.3517847,42.27368
20220501T0800,5.00128,30.256424
20220501T0900,4.5536795,18.434952
20220501T1000,5.0142193,21.037506
20220501T1100,4.8433046,41.987198
20220501T1200,5.4833565,23.198593
20220501T1300,7.9932976,7.765167
20220501T1400,8.654986,16.927505
20220501T1500,8.209263,15.255127
20220501T1600,7.8625183,15.945404
20220501T1700,8.049845,10.30484
20220501T1800,7.2359104,5.7105865
20220501T1900,5.506941,11.309921
20220501T2000,5.8048253,7.125
20220501T2100,6.519877,6.340164
20220501T2200,5.8603754,47.489548
20220501T2300,5.6233797,50.194427
20220502T0000,6.638072,49.398697
20220502T0100,5.5887027,75.06858
20220502T0200,4.3349743,85.23635
20220502T0300,4.68,89.99999
20220502T0400,4.73506,81.25384
20220502T0500,3.5455887,66.037506
20220502T0600,4.5536795,71.56504
20220502T0700,5.3517847,42.27368
20220502T0800,6.1305785,40.236343
20220502T0900,7.145796,40.914368
20220502T1000,7.491114,35.217575
20220502T1100,6.8777895,42.87889
20220502T1200,6.9247384,27.897263
20220502T1300,8.557102,14.620865
20220502T1400,9.826088,8.426956
20220502T1500,9.9571085,12.528793
20220502T1600,9.9571085,12.528793
20220502T1700,7.928178,2.6025543
20220502T1800,7.2359104,354.28943
20220502T1900,6.849467,3.0127716
20220502T2000,7.2359104,5.7105865
20220502T2100,8.759178,9.462311
20220502T2200,6.3690495,42.70938
20220502T2300,7.145796,49.085617
20220503T0000,6.696387,53.746155
20220503T0100,5.3517847,70.346176
20220503T0200,2.2768397,108.434944
20220503T0300,2.3051248,141.34018
20220503T0400,2.3051248,141.34018
20220503T0500,2.8116899,140.19443
20220503T0600,2.5959969,123.69006
20220503T0700,1.4399999,89.99999
20220503T0800,1.609969,63.43495
20220503T0900,2.5959969,56.30993
20220503T1000,3.096837,35.53766
20220503T1100,4.379589,9.462311
20220503T1200,5.0528407,4.085617
20220503T1300,4.73506,8.74614
20220503T1400,4.0249224,10.30484
20220503T1500,1.609969,26.565033
20220503T1600,1.5273507,315.0
20220503T1700,2.1897945,9.462311
20220503T1800,6.725354,15.524109
20220503T1900,6.439876,26.565033
20220503T2000,5.1165614,39.2894
20220503T2100,3.319036,40.601288
20220503T2200,3.8268526,138.81407
20220503T2300,3.5455887,113.96249
20220504T0000,4.3498964,114.44395
20220504T0100,3.7064266,119.054596
20220504T0200,3.6,126.869896
20220504T0300,4.072935,135.0
20220504T0400,4.0249224,153.43495
20220504T0500,4.1046314,164.74487
20220504T0600,4.896529,162.89728
20220504T0700,3.9763298,174.80557
20220504T0800,5.1544156,192.09476
20220504T0900,5.8603754,190.61966
20220504T1000,5.495161,211.6075
20220504T1100,6.5693827,279.46234
20220504T1200,6.151683,290.55603
20220504T1300,5.0142193,291.0375
20220504T1400,3.8773184,248.1986
20220504T1500,3.2399998,180.0
20220504T1600,5.0911684,171.8699
20220504T1700,4.452954,194.03624
20220504T1800,3.7064266,299.0546
20220504T1900,5.904439,322.43143
20220504T2000,3.096837,234.46233
20220504T2100,3.6,216.8699
20220504T2200,5.315336,241.69925
20220504T2300,3.5455887,203.9625
20220505T0000,3.4152596,198.43495
20220505T0100,2.7416782,203.1986
20220505T0200,4.198285,210.96376
20220505T0300,3.319036,229.39871
20220505T0400,2.7416782,246.8014
20220505T0500,1.9386592,291.8014
20220505T0600,2.2768397,288.43497
20220505T0700,2.5959969,303.69006
20220505T0800,4.3349743,311.63354
20220505T0900,6.6087217,330.64227
20220505T1000,8.64,360.0
20220505T1100,10.948973,9.462311
20220505T1200,8.28,360.0
20220505T1300,8.473393,347.73523
20220505T1400,8.12197,347.19574
20220505T1500,6.725354,344.4759
20220505T1600,5.8603754,349.38034
20220505T1700,3.9763298,354.8056
20220505T1800,3.0758414,339.44397
20220505T1900,1.609969,296.56506
20220505T2000,3.396233,302.00537
20220505T2100,5.6002855,315.0
20220505T2200,6.792466,327.99463
20220505T2300,6.28713,336.37064
20220506T0000,7.2,323.13013
20220506T0100,5.692099,325.30484
20220506T0200,5.991594,327.26477
20220506T0300,5.634891,333.43497
20220506T0400,6.489992,340.55997
20220506T0500,6.2145634,349.992
20220506T0600,8.311245,4.9697266
20220506T0700,11.013882,11.309921
20220506T0800,12.979984,19.440033
20220506T0900,12.413476,16.858398
20220506T1000,12.245294,358.3153
20220506T1100,14.618837,9.926224
20220506T1200,14.587776,15.751175
20220506T1300,15.725037,15.945404
20220506T1400,13.979871,11.888657
20220506T1500,9.726665,2.1210938
20220506T1600,11.440978,12.724335
20220506T1700,10.239453,10.124664
20220506T1800,7.6367526,8.130096
20220506T1900,6.489992,356.8202
20220506T2000,7.342588,348.69006
20220506T2100,7.6367526,351.8699
20220506T2200,7.127636,44.999985
20220506T2300,5.2416787,74.054596
20220507T0000,1.835647,101.30993
20220507T0100,1.4399999,89.99999
20220507T0200,2.968636,75.96376
20220507T0300,3.7064266,60.945396
20220507T0400,3.6,36.86989
20220507T0500,2.5959969,56.30993
20220507T0600,2.9024127,29.744873
20220507T0700,3.671294,11.309921
20220507T0800,5.5887027,14.931412
20220507T0900,8.373386,25.463333
20220507T1000,9.107359,18.434952
20220507T1100,8.0899935,32.275635
20220507T1200,7.928177,39.472458
20220507T1300,8.707237,29.744873
20220507T1400,10.24578,18.434952
20220507T1500,11.384199,18.434952
20220507T1600,11.525623,14.470276
20220507T1700,7.9526596,5.194412
20220507T1800,5.506941,11.309921
20220507T1900,2.5959969,33.690063
20220507T2000,3.8268526,48.81407
20220507T2100,4.1046314,37.87497
20220507T2200,5.904439,52.431404
20220507T2300,1.1384199,71.56504
20220508T0000,4.6938257,32.47119
20220508T0100,4.3349743,41.63353
20220508T0200,4.3349743,41.63353
20220508T0300,5.3999996,53.130096
20220508T0400,5.6233797,50.194427
20220508T0500,5.3517847,47.726303
20220508T0600,5.315336,28.30075
20220508T0700,5.692099,34.69516
20220508T0800,7.289445,32.905228
20220508T0900,11.457958,46.27301
20220508T1000,11.435313,28.178574
20220508T1100,12.7279215,28.739777
20220508T1200,13.363711,27.255325
20220508T1300,13.237039,22.380127
20220508T1400,12.594856,30.963745
20220508T1500,11.681987,33.690063
20220508T1600,9.290511,35.53766
20220508T1700,6.489992,19.440033
20220508T1800,6.162207,6.7098236
20220508T1900,6.489992,19.440033
20220508T2000,6.439876,26.565033
20220508T2100,6.489992,33.690063
20220508T2200,6.792466,32.005356
20220508T2300,6.3690495,47.29059
20220509T0000,7.289444,20.224854
20220509T0100,6.12,28.07248
20220509T0200,6.4096174,51.842773
20220509T0300,6.297428,59.036255
20220509T0400,5.495161,58.392494
20220509T0500,3.096837,54.46232
20220509T0600,3.7064266,60.945396
20220509T0700,4.1046314,52.125
20220509T0800,4.8433046,41.987198
20220509T0900,7.289445,57.094757
20220509T1000,3.671294,348.69006
20220509T1100,5.95906,25.016876
20220509T1200,7.653705,48.81407
20220509T1300,5.991594,57.26477
20220509T1400,3.6,53.130096
20220509T1500,3.096837,35.53766
20220509T1600,4.198285,59.036232
20220509T1700,2.5455842,8.130096
20220509T1800,4.6800003,22.619858
20220509T1900,6.638072,40.601288
20220509T2000,6.379216,73.61045
20220509T2100,2.5455842,81.869896
20220509T2200,3.8939953,123.69006
20220509T2300,2.8116899,129.80557
20220510T0000,2.5959969,123.69006
20220510T0100,3.096837,125.537674
20220510T0200,4.198285,149.03624
20220510T0300,5.154415,155.22485
20220510T0400,5.3999996,143.1301
20220510T0500,5.3999996,143.1301
20220510T0600,5.495161,148.3925
20220510T0700,5.0142193,158.9625
20220510T0800,5.0528407,175.91438
20220510T0900,5.154415,204.77515
20220510T1000,5.8048253,187.12502
20220510T1100,6.6185193,202.38013
20220510T1200,5.904439,217.5686
20220510T1300,7.386582,223.02507
20220510T1400,8.217153,241.18921
20220510T1500,7.9932976,262.23483
20220510T1600,3.96,270.0
20220510T1700,2.6208394,195.9454
20220510T1800,4.3349743,184.76364
20220510T1900,5.4477882,187.59465
20220510T2000,4.379589,189.46233
20220510T2100,3.6179552,185.71059
20220510T2200,4.68,180.0
20220510T2300,3.9763298,174.80557
20220511T0000,4.379589,170.53767
20220511T0100,4.802999,167.00539
20220511T0200,4.896529,162.89728
20220511T0300,5.2416787,164.0546
20220511T0400,5.6920996,161.56505
20220511T0500,6.6185193,157.61987
20220511T0600,7.42159,157.16635
20220511T0700,6.9899354,168.11134
20220511T0800,7.5942073,185.44034
20220511T0900,10.144082,207.47443
20220511T1000,12.4811535,213.23172
20220511T1100,14.57889,212.90524
20220511T1200,17.309975,225.0
20220511T1300,18.278645,237.875
20220511T1400,17.555307,241.8584
20220511T1500,15.941944,244.59229
20220511T1600,11.841756,250.46335
20220511T1700,7.628263,250.70996
20220511T1800,6.28713,256.7595
20220511T1900,6.0347,197.35403
20220511T2000,7.5942073,174.55966
20220511T2100,6.8399997,180.0
20220511T2200,8.225035,203.1986
20220511T2300,9.726664,218.991
20220512T0000,9.793059,216.02737
20220512T0100,9.290511,215.53769
20220512T0200,9.021574,208.61046
20220512T0300,8.891344,201.37062
20220512T0400,8.891343,211.75949
20220512T0500,6.696387,216.25385
20220512T0600,5.8603754,222.51045
20220512T0700,5.8048253,240.25513
20220512T0800,8.350138,262.5686
20220512T0900,10.105681,265.91437
20220512T1000,8.089993,249.14554
20220512T1100,10.009036,232.30576
20220512T1200,11.885453,234.86581
20220512T1300,11.119281,240.9454
20220512T1400,9.885262,259.50854
20220512T1500,12.496719,281.63364
20220512T1600,13.708391,283.67133
20220512T1700,8.891344,291.37064
20220512T1800,3.4152596,288.43497
20220512T1900,4.379589,260.5377
20220512T2000,5.1165614,219.28941
20220512T2100,4.802999,167.00539
20220512T2200,6.1305785,220.23636
20220512T2300,3.7585104,196.69925
20220513T0000,3.7585104,196.69925
20220513T0100,4.510787,208.61046
20220513T0200,4.829907,206.56505
20220513T0300,4.802999,192.99461
20220513T0400,3.671294,168.69006
20220513T0500,2.2768397,161.56505
20220513T0600,2.9024127,187.12502
20220513T0700,1.484318,194.03624
20220513T0800,4.73506,278.74615
20220513T0900,6.6185193,292.38013
20220513T1000,7.92,270.0
20220513T1100,10.805998,299.98163
20220513T1200,8.714677,308.29016
20220513T1300,6.9247384,297.89728
20220513T1400,7.172949,287.52557
20220513T1500,7.5685663,295.3462
20220513T1600,6.28713,293.6294
20220513T1700,5.5887027,284.93143
20220513T1800,4.510787,298.61047
20220513T1900,4.6102495,321.3402
20220513T2000,4.510787,331.38956
20220513T2100,5.0142193,338.9625
20220513T2200,5.634891,26.565033
20220513T2300,6.6185193,22.380127
20220514T0000,5.991594,32.735214
20220514T0100,5.3999996,36.86989
20220514T0200,4.8965297,53.97262
20220514T0300,4.1046314,52.125
20220514T0400,4.8433046,48.01277
20220514T0500,3.6,53.130096
20220514T0600,3.8268526,48.81407
20220514T0700,4.198285,30.963745
20220514T0800,5.1919937,33.690063
20220514T0900,4.6938257,32.47119
20220514T1000,4.3498964,24.443954
20220514T1100,3.0758414,20.556046
20220514T1200,2.968636,14.03624
20220514T1300,4.32,360.0
20220514T1400,5.8048253,7.125
20220514T1500,6.87779,6.0090027
20220514T1600,7.5942073,354.5597
20220514T1700,7.5942073,354.5597
20220514T1800,7.172949,17.525558
20220514T1900,8.049845,26.565033
20220514T2000,8.557102,22.249008
20220514T2100,9.255571,13.495728
20220514T2200,8.0899935,32.275635
20220514T2300,7.145796,49.085617
20220515T0000,3.5455887,66.037506
20220515T0100,4.3349743,85.23635
20220515T0200,3.319036,102.52881
20220515T0300,2.5959969,123.69006
20220515T0400,4.379589,80.537674
20220515T0500,4.2136917,109.9831
20220515T0600,2.6208394,105.9454
20220515T0700,4.3349743,85.23635
20220515T0800,5.4119864,86.18592
20220515T0900,5.04,89.99999
20220515T1000,5.3999996,36.86989
20220515T1100,4.829907,63.43495
20220515T1200,4.510787,61.38954
20220515T1300,4.3498964,65.55604
20220515T1400,2.5959969,56.30993
20220515T1500,2.0991426,30.963745
20220515T1600,1.609969,333.43497
20220515T1700,4.6102495,231.3402
20220515T1800,5.3999996,180.0
20220515T1900,5.4477882,172.40535
20220515T2000,5.0528407,175.91438
20220515T2100,4.3349743,175.23636
20220515T2200,6.28713,166.75948
20220515T2300,6.4096174,218.15723
20220516T0000,4.452954,165.96376
20220516T0100,5.3517847,160.34618
20220516T0200,5.5887027,165.06857
20220516T0300,4.896529,162.89728
20220516T0400,6.162207,173.29016
20220516T0500,6.5693827,170.53767
20220516T0600,7.208994,182.86241
20220516T0700,7.42159,202.83365
20220516T0800,10.514218,231.95296
20220516T0900,10.495713,239.03624
20220516T1000,11.525623,268.21008
20220516T1100,6.5693827,279.46234
20220516T1200,2.6208394,285.9454
20220516T1300,1.0182338,315.0
20220516T1400,3.6179552,275.7106
20220516T1500,3.0758414,290.55603
20220516T1600,5.692099,304.69516
20220516T1700,5.4477882,352.40536
20220516T1800,3.2599385,6.340164
20220516T1900,1.8,126.869896
20220516T2000,2.3051248,141.34018
20220516T2100,1.484318,194.03624
20220516T2200,4.5536795,71.56504
20220516T2300,4.6800003,67.380135
20220517T0000,3.9763298,95.19443
20220517T0100,4.5536795,108.434944
20220517T0200,4.73506,98.74616
20220517T0300,4.1046314,105.25512
20220517T0400,3.2399998,89.99999
20220517T0500,4.73506,81.25384
20220517T0600,5.0528407,94.08562
20220517T0700,4.0249224,100.30484
20220517T0800,5.0528407,85.91438
20220517T0900,5.8048253,82.874985
20220517T1000,6.696387,36.25383
20220517T1100,6.489992,56.30993
20220517T1200,5.315336,61.699234
20220517T1300,5.1165614,39.2894
20220517T1400,5.00128,30.256424
20220517T1500,5.00128,30.256424
20220517T1600,5.815978,21.801407
20220517T1700,5.4119864,3.8140564
20220517T1800,5.8048253,7.125
20220517T1900,9.255571,13.495728
20220517T2000,9.605998,12.994629
20220517T2100,7.7879906,33.690063
20220517T2200,5.95906,64.98311
20220517T2300,5.154415,65.224846
20220518T0000,5.2416787,74.054596
20220518T0100,5.815978,68.19859
20220518T0200,5.506941,78.69006
20220518T0300,4.0249224,100.30484
20220518T0400,4.510787,118.61046
20220518T0500,4.6938257,122.47119
20220518T0600,5.0142193,111.03751
20220518T0700,4.802999,102.99461
20220518T0800,4.6938252,94.398705
20220518T0900,5.506941,101.30993
20220518T1000,5.692099,34.69516
20220518T1100,7.145796,49.085617
20220518T1200,7.289445,57.094757
20220518T1300,6.4096174,51.842773
20220518T1400,6.8777895,47.121094
20220518T1500,7.2,53.130096
20220518T1600,5.991594,57.26477
20220518T1700,4.6102495,51.34018
20220518T1800,4.6102495,51.34018
20220518T1900,7.5170207,73.30075
20220518T2000,7.208994,92.862404
20220518T2100,6.9899354,101.88866
20220518T2200,7.9036193,120.06859
20220518T2300,6.28713,103.24051
20220519T0000,6.519877,96.34019
20220519T0100,6.696387,126.25384
20220519T0200,5.692099,145.30484
20220519T0300,4.6800003,157.38013
20220519T0400,4.5536795,161.56505
20220519T0500,5.95906,154.98311
20220519T0600,6.28713,156.37062
20220519T0700,6.87779,173.991
20220519T0800,8.707238,187.12502
20220519T0900,11.923557,208.88658
20220519T1000,11.212135,227.60257
20220519T1100,11.304229,217.23483
20220519T1200,10.948973,242.59244
20220519T1300,9.422101,263.41806
20220519T1400,2.3051248,218.65982
20220519T1500,4.6800003,202.61987
20220519T1600,5.95906,205.01689
20220519T1700,3.319036,192.52881
20220519T1800,2.0991426,120.96376
20220519T1900,6.28713,103.24051
20220519T2000,5.495161,121.6075
20220519T2100,5.1919937,146.30994
20220519T2200,9.178235,168.69006
20220519T2300,10.805999,178.09085
20220520T0000,15.03835,191.04094
20220520T0100,12.620554,176.7295
20220520T0200,7.289444,159.77515
20220520T0300,5.6920996,161.56505
20220520T0400,6.379216,163.61046
20220520T0500,6.439876,153.43495
20220520T0600,5.991594,147.26477
20220520T0700,4.6938257,147.52881
20220520T0800,4.3498964,155.55605
20220520T0900,5.2416787,164.0546
20220520T1000,4.829907,153.43495
20220520T1100,10.661107,191.68936
20220520T1200,12.413476,196.8584
20220520T1300,14.113653,185.85602
20220520T1400,14.986553,204.10223
20220520T1500,11.988594,221.34778
20220520T1600,14.48972,243.43495
20220520T1700,16.263872,242.30054
20220520T1800,13.570615,248.1986
20220520T1900,10.931203,252.75854
20220520T2000,10.182337,278.1301
20220520T2100,12.641076,289.98312
20220520T2200,6.696387,323.74615
20220520T2300,3.319036,257.4712
20220521T0000,4.379589,260.5377
20220521T0100,7.628263,289.29004
20220521T0200,4.3498964,245.55606
20220521T0300,4.198285,300.96378
20220521T0400,5.1165614,309.2894
20220521T0500,7.10031,329.53445
20220521T0600,3.563818,315.0
20220521T0700,2.5455842,278.1301
20220521T0800,2.2768397,251.56506
20220521T0900,1.2979984,303.69006
20220521T1000,3.6,360.0
20220521T1100,5.315336,331.69925
20220521T1200,6.989936,325.4915
20220521T1300,7.289445,327.0948
20220521T1400,7.0911775,336.0375
20220521T1500,6.193674,324.46234
20220521T1600,3.8268526,318.8141
20220521T1700,2.3051248,51.34018
20220521T1800,4.8433046,41.987198
20220521T1900,6.9247384,27.897263
20220521T2000,7.172949,17.525558
